"TimeStamp","Source","Destination","IPV4Address","Status","ResponseTime"
"11-09-2013 20:54:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:55:07","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:55:15","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 20:55:33","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 20:55:51","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 20:56:02","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:56:19","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:56:26","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:56:36","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 20:56:54","PRALAY-PC","192.168.1.1","192.168.1.1","","9"
"11-09-2013 20:57:12","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:57:18","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:57:36","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:57:42","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:58:00","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 20:58:08","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 20:58:15","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:58:24","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 20:58:42","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:58:48","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:59:06","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 20:59:23","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:59:39","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 20:59:57","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:00:05","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:00:13","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:00:18","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:00:36","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:00:48","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:01:06","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:01:14","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:01:20","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:01:38","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:01:56","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:02:04","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:02:23","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:02:38","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:02:44","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:03:02","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:03:13","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:03:31","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:03:48","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:04:06","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:04:16","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:04:23","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:04:30","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:04:48","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:04:56","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:05:02","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:05:12","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:05:18","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:05:25","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:05:31","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:05:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:06:07","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:06:25","PRALAY-PC","192.168.1.1","192.168.1.1","","10"
"11-09-2013 21:06:31","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:06:47","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:07:05","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:07:11","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:07:17","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:07:35","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:07:41","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:07:47","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:07:59","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:08:09","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:08:26","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:08:44","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:08:51","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:09:09","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:09:27","PRALAY-PC","192.168.1.1","192.168.1.1","","114"
"11-09-2013 21:09:34","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:09:40","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:09:58","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:10:12","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:10:23","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:10:41","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:10:59","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:11:13","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:11:31","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:11:37","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:11:45","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:11:53","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:12:11","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:12:29","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:12:47","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:13:05","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:13:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:13:44","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 21:14:00","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:14:08","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:14:26","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:14:44","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:14:54","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:15:04","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:15:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:15:27","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:15:45","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:16:03","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:16:21","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:16:32","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:16:38","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:16:56","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:17:04","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:17:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:17:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:17:58","PRALAY-PC","192.168.1.1","192.168.1.1","","29"
"11-09-2013 21:18:08","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:18:26","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:18:43","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:18:50","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:18:56","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:19:14","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:19:22","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:19:29","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:19:47","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:19:54","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:20:15","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 21:20:33","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:20:51","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:21:09","PRALAY-PC","192.168.1.1","192.168.1.1","","39"
"11-09-2013 21:21:17","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:21:34","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:21:52","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:22:00","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:22:18","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:22:26","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:22:44","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:22:50","PRALAY-PC","192.168.1.1","192.168.1.1","","8"
"11-09-2013 21:23:08","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:23:26","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:23:43","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:24:01","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:24:19","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:24:37","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:24:55","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:25:01","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:25:19","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:25:36","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:25:54","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:26:04","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:26:22","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:26:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:26:58","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:27:16","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:27:34","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:27:51","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:27:58","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:28:13","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:28:31","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:28:49","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:28:55","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:29:13","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:29:24","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:29:42","PRALAY-PC","192.168.1.1","192.168.1.1","","9"
"11-09-2013 21:29:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:30:07","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:30:13","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:30:31","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:30:38","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:30:56","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:31:14","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:31:24","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:31:32","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:31:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:31:54","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:32:02","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:32:09","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:32:27","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:32:44","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:33:02","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:33:12","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:33:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:33:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:33:58","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:34:15","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:34:25","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:34:43","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:34:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:35:07","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:35:25","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:35:32","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:35:39","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:35:57","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:36:11","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:36:29","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:36:47","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:37:05","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:37:15","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:37:29","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:37:43","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:38:00","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:38:18","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:38:28","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:38:42","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:38:52","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:39:00","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:39:13","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:39:31","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:39:49","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:39:55","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:40:02","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:40:19","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:40:27","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:40:35","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:40:53","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:41:03","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 21:41:08","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:41:18","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:41:24","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:41:35","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:41:42","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:41:55","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:42:06","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:42:16","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:42:21","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:42:35","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:42:41","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:42:59","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:43:05","PRALAY-PC","192.168.1.1","192.168.1.1","","8"
"11-09-2013 21:43:18","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:43:36","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:43:54","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:00","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:05","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:11","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:44:17","PRALAY-PC","192.168.1.1","192.168.1.1","","8"
"11-09-2013 21:44:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:28","PRALAY-PC","192.168.1.1","192.168.1.1","","79"
"11-09-2013 21:44:33","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:44:39","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:44:44","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:50","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:44:56","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:45:01","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:07","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:12","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:45:18","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:45:24","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:45:29","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:45:35","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:46","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:51","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:45:57","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:03","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:08","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:14","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:19","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:46:25","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:46:30","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:36","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:46:41","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:46:47","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:46:53","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:46:58","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:47:04","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:47:09","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:47:15","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:47:20","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 21:47:26","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:47:32","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:47:37","PRALAY-PC","192.168.1.1","192.168.1.1","","53"
"11-09-2013 21:47:43","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:47:48","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:47:54","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:47:59","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:48:05","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:48:10","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:48:16","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:48:22","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:48:27","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:48:33","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:48:38","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:48:44","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:48:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:48:55","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:49:01","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:06","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:12","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:17","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:23","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:28","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:34","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:40","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:45","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 21:49:51","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:49:56","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:02","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:07","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:13","PRALAY-PC","192.168.1.1","192.168.1.1","","8"
"11-09-2013 21:50:19","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:50:24","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:50:30","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:35","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:41","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:46","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 21:50:52","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:50:57","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:03","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:09","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:51:14","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:20","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:25","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:51:31","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:36","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:42","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:51:48","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:51:53","PRALAY-PC","192.168.1.1","192.168.1.1","","24"
"11-09-2013 21:51:59","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:52:04","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:52:10","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:52:15","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:52:21","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:52:27","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:52:32","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 21:52:38","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:52:43","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 21:52:49","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:52:54","PRALAY-PC","192.168.1.1","192.168.1.1","","13"
"11-09-2013 21:53:00","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:53:06","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 21:53:11","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 21:53:17","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
